title,description,size,availability,price
Сейф бухгалтерский ШБ-2А,"
ВхШхГ, мм: 1110х400х350
Вес, кг: 42
",['1110х400х350'],Есть в наличии,17 160 руб.
Сейф Aiko TM-63T EL,"
ВхШхГ, мм: 630х440х355
Вес, кг: 29
",['630х440х355'],Есть в наличии,15 970 руб.
Сейф MDTB ES-46.E,"
ВхШхГ, мм: 460х440х354
Вес, кг: 35
",['460х440х354'],Есть в наличии,62 000 руб.
Сейф оружейный Valberg АРСЕНАЛ,"
ВхШхГ, мм: 1404х354х350
Вес, кг: 70
",['1404х354х350'],Есть в наличии,34 230 руб.
Сейф оружейный Liberty Centurion 18BKT FI EL,"
ВхШхГ, мм: 1505х615х550
Вес, кг: 152
",['1505х615х550'],Есть в наличии,390 400 руб.
Сейф оружейный ASG/WS6,"
ВхШхГ, мм: 1650х460х450
Вес, кг: 219
",['1650х460х450'],Есть в наличии,202 690 руб.
Сейф Armwood-73d32 G Primary,"
ВхШхГ, мм: 1660х780х370
Вес, кг: 156
",['1660х780х370'],Есть в наличии,380 410 руб.
Сейф оружейный ОШ-20 УН,"
ВхШхГ, мм: 2000х1000х500
Вес, кг: 238
",['2000х1000х500'],Есть в наличии,102 930 руб.
Сейф Valberg FRS-66T EL,"
ВхШхГ, мм: 672х485х430
Вес, кг: 79
",['672х485х430'],Есть в наличии,36 560 руб.
Сейф взломостойкий СМ-90Э,"
ВхШхГ, мм: 900х440х440
Вес, кг: 202
",['900х440х440'],Есть в наличии,59 590 руб.
Сейф Aiko AMH-75T (035T),"
ВхШхГ, мм: 745х500х445
Вес, кг: 170
",['745х500х445'],Есть в наличии,27 360 руб.
Шкаф бухгалтерский Aiko SL-150T EL,"
ВхШхГ, мм: 1490х460х340
Вес, кг: 32.5
",['1490х460х340'],Есть в наличии,12 960 руб.
Шкаф оружейный ОШ-6Э,"
ВхШхГ, мм: 1400х450х400
Вес, кг: 60
",['1400х450х400'],Есть в наличии,30 810 руб.
Сейф бухгалтерский МБ-10Г,"
ВхШхГ, мм: 300х400х300
Вес, кг: 14
",['300х400х300'],Есть в наличии,7 190 руб.
Шкаф оружейный ONIX MINI,"
ВхШхГ, мм: 1000х265х225
Вес, кг: 12
",['1000х265х225'],Есть в наличии,7 960 руб.
Шкаф оружейный ONIX Корнет,"
ВхШхГ, мм: 1250х300х200
Вес, кг: 17
",['1250х300х200'],Есть в наличии,11 730 руб.
Шкаф оружейный СО-2ЭК,"
ВхШхГ, мм: 1400х350х250
Вес, кг: 65
",['1400х350х250'],Есть в наличии,35 620 руб.
Блок депозитных ячеек Valberg DB-6/3S.DGL,"
ВхШхГ, мм: 920х637х440
Вес, кг: 88
",['920х637х440'],Есть в наличии,91 700 руб.
Шкаф армейский ШХО-20 (АКСУ+39ПУ),"
ВхШхГ, мм: 2000х1000х500
Вес, кг: 238
",['2000х1000х500'],Есть в наличии,133 090 руб.
Шкаф оружейный ОШН-6,"
ВхШхГ, мм: 1470х400х250
Вес, кг: 26
",['1470х400х250'],Есть в наличии,13 490 руб.
Сейф бухгалтерский МБ-70,"
ВхШхГ, мм: 1540х600х500
Вес, кг: 94
",['1540х600х500'],Есть в наличии,42 820 руб.
Шкаф бухгалтерский Aiko SL-150/2T,"
ВхШхГ, мм: 1490х460х340
Вес, кг: 35.7
",['1490х460х340'],Есть в наличии,13 220 руб.
Шкаф оружейный ОШ-4Э,"
ВхШхГ, мм: 1500х400х250
Вес, кг: 50
",['1500х400х250'],Есть в наличии,26 330 руб.
Шкаф оружейный ОШН-6Э,"
ВхШхГ, мм: 1470х400х250
Вес, кг: 26
",['1470х400х250'],Есть в наличии,15 490 руб.
Шкаф оружейный ОШ-23Э,"
ВхШхГ, мм: 1400х350х250
Вес, кг: 55
",['1400х350х250'],Есть в наличии,26 920 руб.
Шкаф оружейный ОШН-1,"
ВхШхГ, мм: 1242х220х250
Вес, кг: 14
",['1242х220х250'],Есть в наличии,6 900 руб.
Шкаф бухгалтерский Aiko SL-150/3T,"
ВхШхГ, мм: 1490х460х340
Вес, кг: 36.8
",['1490х460х340'],Есть в наличии,14 810 руб.
Шкаф автомобильный МБА-4 Next,"
ВхШхГ, мм: 160х384х110
Вес, кг: 5
",['160х384х110'],Есть в наличии,5 270 руб.
Шкаф оружейный ONIX Канонир MEs,"
ВхШхГ, мм: 1300х300х200
Вес, кг: 17
",['1300х300х200'],Есть в наличии,13 670 руб.
Шкаф оружейный ОШ-535ЭЛ,"
ВхШхГ, мм: 1500х830х395
Вес, кг: 152
",['1500х830х395'],Есть в наличии,319 340 руб.
Шкаф оружейный ОШН-8,"
ВхШхГ, мм: 1470х450х250
Вес, кг: 30
",['1470х450х250'],Есть в наличии,15 410 руб.
Шкаф мебельный ШМ-4,"
ВхШхГ, мм: 220х300х240
Вес, кг: 7.5
",['220х300х240'],Есть в наличии,5 250 руб.
Блок депозитных ячеек Valberg DBI-12,"
ВхШхГ, мм: 476х430х124
Вес, кг: 17.9
",['476х430х124'],Есть в наличии,53 400 руб.
Сейф бухгалтерский ШБ-5,"
ВхШхГ, мм: 1440х450х350
Вес, кг: 62
",['1440х450х350'],Есть в наличии,29 300 руб.
Шкаф оружейный ONIX Дуплет,"
ВхШхГ, мм: 1300х300х200
Вес, кг: 17
",['1300х300х200'],Есть в наличии,11 360 руб.
Шкаф оружейный ONIX Гусар,"
ВхШхГ, мм: 1250х300х200
Вес, кг: 17
",['1250х300х200'],Есть в наличии,14 940 руб.
Шкаф оружейный ОШ-3ТЭ,"
ВхШхГ, мм: 1400х250х400
Вес, кг: 47
",['1400х250х400'],Есть в наличии,26 460 руб.
Шкаф оружейный ОШН-7Э,"
ВхШхГ, мм: 1470х450х250
Вес, кг: 27
",['1470х450х250'],Есть в наличии,16 220 руб.
Сейф бухгалтерский МБ-100А,"
ВхШхГ, мм: 1900х880х500
Вес, кг: 147
",['1900х880х500'],Есть в наличии,60 790 руб.
Шкаф Klesto для пистолета,"
ВхШхГ, мм: 225х325х225
Вес, кг: 4
",['225х325х225'],Есть в наличии,5 440 руб.
Шкаф мебельный ШМ-20,"
ВхШхГ, мм: 200х310х200
Вес, кг: 4.8
",['200х310х200'],Есть в наличии,4 480 руб.
Шкаф мебельный ШМ-50,"
ВхШхГ, мм: 500х350х310
Вес, кг: 12
",['500х350х310'],Есть в наличии,7 760 руб.
Темпокасса Valberg TCS-110 AS EURO,"
ВхШхГ, мм: 602х500х525
Вес, кг: 70
",['602х500х525'],Есть в наличии,64 890 руб.
Шкаф оружейный ОШН-8Э,"
ВхШхГ, мм: 1470х450х250
Вес, кг: 30
",['1470х450х250'],Есть в наличии,17 400 руб.
Шкаф армейский ШХО-30 (АКСУ),"
ВхШхГ, мм: 2000х1000х500
Вес, кг: 232
",['2000х1000х500'],Есть в наличии,139 690 руб.
Шкаф оружейный ONIX MINI-2MEs,"
ВхШхГ, мм: 1370х390х250
Вес, кг: 35
",['1370х390х250'],Есть в наличии,25 640 руб.
Блок депозитных ячеек Valberg DB-4,"
ВхШхГ, мм: 920х637х440
Вес, кг: 73
",['920х637х440'],Есть в наличии,89 000 руб.
Шкаф пистолетный ШП-1,"
ВхШхГ, мм: 250х250х300
Вес, кг: 8.5
",['250х250х300'],Есть в наличии,5 020 руб.
Шкаф оружейный ОШ-23СЭ,"
ВхШхГ, мм: 1150х350х250
Вес, кг: 47
",['1150х350х250'],Есть в наличии,24 310 руб.
Шкаф оружейный ОШ-3УЭ,"
ВхШхГ, мм: 1500х506х360
Вес, кг: 50
",['1500х506х360'],Есть в наличии,26 960 руб.
Шкаф мебельный ШМ-23,"
ВхШхГ, мм: 230х406х335
Вес, кг: 8.5
",['230х406х335'],Есть в наличии,5 670 руб.
Блок депозитных ячеек Valberg DB-2,"
ВхШхГ, мм: 920х637х440
Вес, кг: 68
",['920х637х440'],Есть в наличии,61 400 руб.
Сейф бухгалтерский ШБ-7А,"
ВхШхГ, мм: 1290х600х400
Вес, кг: 64
",['1290х600х400'],Есть в наличии,25 830 руб.
Шкаф офисный ШБМ-46ЭК,"
ВхШхГ, мм: 460х440х365
Вес, кг: 27
",['460х440х365'],Есть в наличии,22 850 руб.
Шкаф оружейный ОШН-5Э,"
ВхШхГ, мм: 1470х350х250
Вес, кг: 24
",['1470х350х250'],Есть в наличии,14 580 руб.
Шкаф оружейный Taktika 2010,"
ВхШхГ, мм: 1000х265х200
Вес, кг: 11
",['1000х265х200'],Есть в наличии,8 530 руб.
Шкаф оружейный ОШН-5,"
ВхШхГ, мм: 1470х350х250
Вес, кг: 24
",['1470х350х250'],Есть в наличии,12 590 руб.
Шкаф КБ-032т/КБС-032т,"
ВхШхГ, мм: 1550х470х390
Вес, кг: 47
",['1550х470х390'],Есть в наличии,17 580 руб.
Шкаф оружейный СО-6ЭК,"
ВхШхГ, мм: 1400х450х400
Вес, кг: 92
",['1400х450х400'],Есть в наличии,44 980 руб.
Шкаф мебельный ШМ-6,"
ВхШхГ, мм: 300х400х300
Вес, кг: 12
",['300х400х300'],Есть в наличии,6 800 руб.
Шкаф мебельный ШМ-5,"
ВхШхГ, мм: 400х300х300
Вес, кг: 12
",['400х300х300'],Есть в наличии,6 460 руб.
Шкаф КБ-021т/КБС-021т,"
ВхШхГ, мм: 1300х420х350
Вес, кг: 35
",['1300х420х350'],Есть в наличии,12 400 руб.
Шкаф КБ-023т/КБС-023т,"
ВхШхГ, мм: 1300х420х350
Вес, кг: 38
",['1300х420х350'],Есть в наличии,15 010 руб.
Шкаф пистолетный ШП-2,"
ВхШхГ, мм: 170х300х200
Вес, кг: 6
",['170х300х200'],Есть в наличии,4 360 руб.
Шкаф оружейный ONIX Сотник,"
ВхШхГ, мм: 970х200х160
Вес, кг: 10
",['970х200х160'],Есть в наличии,6 270 руб.
Шкаф КБ-06/КБС-06,"
ВхШхГ, мм: 1850х470х390
Вес, кг: 53
",['1850х470х390'],Есть в наличии,21 610 руб.
Шкаф КБ-031ТН/КБС-031ТН,"
ВхШхГ, мм: 1502х470х390
Вес, кг: 38
",['1502х470х390'],Есть в наличии,14 290 руб.
Шкаф КБ-021Н/КБС-021Н,"
ВхШхГ, мм: 1252х420х350
Вес, кг: 30
",['1252х420х350'],Есть в наличии,10 670 руб.
Шкаф КБ-021ТН/КБС-021ТН,"
ВхШхГ, мм: 1252х420х350
Вес, кг: 30
",['1252х420х350'],Есть в наличии,11 240 руб.
Шкаф пистолетный ШП-3,"
ВхШхГ, мм: 200х320х310
Вес, кг: 14
",['200х320х310'],Есть в наличии,6 960 руб.
Шкаф оружейный ONIX MINI 130,"
ВхШхГ, мм: 1300х265х225
Вес, кг: 15
",['1300х265х225'],Есть в наличии,9 050 руб.
Шкаф оружейный ОШН,"
ВхШхГ, мм: 1002х220х250
Вес, кг: 12
",['1002х220х250'],Есть в наличии,6 160 руб.
Шкаф КБ-02/КБС-02,"
ВхШхГ, мм: 320х420х350
Вес, кг: 12
",['320х420х350'],Есть в наличии,5 860 руб.
Шкаф оружейный TakTika 2313,"
ВхШхГ, мм: 1300х300х230
Вес, кг: 19
",['1300х300х230'],Есть в наличии,12 040 руб.
Блок депозитных ячеек Valberg DB-4 DGL,"
ВхШхГ, мм: 920х637х440
Вес, кг: 73
",['920х637х440'],Есть в наличии,64 500 руб.
Шкаф мебельный ШМ-30,"
ВхШхГ, мм: 300х380х300
Вес, кг: 9
",['300х380х300'],Есть в наличии,6 050 руб.
Шкаф армейский ШХО-1445 5АКМ,"
ВхШхГ, мм: 1400х450х350
Вес, кг: 77
",['1400х450х350'],Есть в наличии,39 190 руб.
Шкаф офисный ШБМ-30Э,"
ВхШхГ, мм: 300х440х365
Вес, кг: 20
",['300х440х365'],Есть в наличии,15 550 руб.
Шкаф оружейный ONIX Канонир,"
ВхШхГ, мм: 1500х300х200
Вес, кг: 19
",['1500х300х200'],Есть в наличии,12 490 руб.
Сейф бухгалтерский ШБ-2,"
ВхШхГ, мм: 1110х400х350
Вес, кг: 45
",['1110х400х350'],Есть в наличии,18 620 руб.
Шкаф оружейный ONIX Улан,"
ВхШхГ, мм: 1250х350х200
Вес, кг: 17
",['1250х350х200'],Есть в наличии,15 420 руб.
Шкаф КБ-09/КБС-09,"
ВхШхГ, мм: 700х880х390
Вес, кг: 37
",['700х880х390'],Есть в наличии,15 110 руб.
Шкаф оружейный ONIX Эфес,"
ВхШхГ, мм: 1350х200х160
Вес, кг: 15
",['1350х200х160'],Есть в наличии,7 400 руб.
Шкаф оружейный ОШ-3Э,"
ВхШхГ, мм: 1500х250х250
Вес, кг: 39
",['1500х250х250'],Есть в наличии,21 720 руб.
Блок депозитных ячеек Valberg DBI-36,"
ВхШхГ, мм: 1364х430х124
Вес, кг: 48.2
",['1364х430х124'],Есть в наличии,109 800 руб.
Шкаф КБ-02Н/КБС-02Н,"
ВхШхГ, мм: 320х420х350
Вес, кг: 11
",['320х420х350'],Есть в наличии,5 410 руб.
Шкаф оружейный ОШН-3Э,"
ВхШхГ, мм: 1385х300х285
Вес, кг: 19
",['1385х300х285'],Есть в наличии,12 170 руб.
Шкаф оружейный TakTika 2313EL,"
ВхШхГ, мм: 1300х300х230
Вес, кг: 19
",['1300х300х230'],Есть в наличии,13 800 руб.
Шкаф армейский ШХО-1865,"
ВхШхГ, мм: 1800х650х400
Вес, кг: 145
",['1800х650х400'],Есть в наличии,63 990 руб.
Шкаф офисный ШБМ-120Э,"
ВхШхГ, мм: 1200х440х365
Вес, кг: 63
",['1200х440х365'],Есть в наличии,30 770 руб.
Шкаф мебельный ШМ-50Э,"
ВхШхГ, мм: 500х350х310
Вес, кг: 12
",['500х350х310'],Есть в наличии,9 760 руб.
Шкаф офисный ШБМ-65ЭК,"
ВхШхГ, мм: 650х440х365
Вес, кг: 39
",['650х440х365'],Есть в наличии,26 840 руб.
Шкаф КБ-06Н/КБС-06Н,"
ВхШхГ, мм: 1802х470х390
Вес, кг: 43
",['1802х470х390'],Есть в наличии,19 590 руб.
Шкаф мебельный ШМ-20Э,"
ВхШхГ, мм: 200х310х200
Вес, кг: 4.8
",['200х310х200'],Есть в наличии,6 480 руб.
Блок депозитных ячеек Valberg DB-2S.DGL,"
ВхШхГ, мм: 920х637х440
Вес, кг: 73
",['920х637х440'],Есть в наличии,60 400 руб.
Шкаф Valberg (BRANDMAUER) BM-1993KL,"
ВхШхГ, мм: 1950х930х520
Вес, кг: 129
",['1950х930х520'],Есть в наличии,101 390 руб.
Сейф бухгалтерский МБ-21К,"
ВхШхГ, мм: 1280х450х350
Вес, кг: 55
",['1280х450х350'],Есть в наличии,25 220 руб.
Блок депозитных ячеек Valberg DB-4S,"
ВхШхГ, мм: 920х637х440
Вес, кг: 78
",['920х637х440'],Есть в наличии,100 800 руб.
Шкаф армейский ШХО-1445 БП,"
ВхШхГ, мм: 1400х450х350
Вес, кг: 84
",['1400х450х350'],Есть в наличии,37 690 руб.
Шкаф мебельный ШМ-25,"
ВхШхГ, мм: 250х350х250
Вес, кг: 6.5
",['250х350х250'],Есть в наличии,5 030 руб.
Блок депозитных ячеек Valberg DB-6 DGL,"
ВхШхГ, мм: 920х637х440
Вес, кг: 84
",['920х637х440'],Есть в наличии,80 500 руб.
Шкаф оружейный ОШ-2Э,"
ВхШхГ, мм: 1400х350х250
Вес, кг: 43
",['1400х350х250'],Есть в наличии,23 100 руб.
Шкаф КБ-011ТН/КБС-011ТН,"
ВхШхГ, мм: 612х420х350
Вес, кг: 18
",['612х420х350'],Есть в наличии,7 800 руб.
Шкаф оружейный ONIX Калибр,"
ВхШхГ, мм: 820х300х200
Вес, кг: 13
",['820х300х200'],Есть в наличии,7 780 руб.
Шкаф оружейный ОШ-43Э,"
ВхШхГ, мм: 1500х400х250
Вес, кг: 64
",['1500х400х250'],Есть в наличии,30 520 руб.
Блок депозитных ячеек Valberg DB-12 DGL,"
ВхШхГ, мм: 920х637х440
Вес, кг: 98
",['920х637х440'],Есть в наличии,123 200 руб.
Шкаф КБ-10Н/КБС-10Н,"
ВхШхГ, мм: 1850х880х390
Вес, кг: 83
",['1850х880х390'],Есть в наличии,30 320 руб.
Шкаф мебельный ШМ-30Э,"
ВхШхГ, мм: 300х380х300
Вес, кг: 9
",['300х380х300'],Есть в наличии,8 050 руб.
Шкаф оружейный ОШ-33Э,"
ВхШхГ, мм: 1500х250х250
Вес, кг: 48
",['1500х250х250'],Есть в наличии,24 970 руб.
Шкаф КБ-012т/КБС-012т,"
ВхШхГ, мм: 660х420х350
Вес, кг: 21
",['660х420х350'],Есть в наличии,9 230 руб.
Шкаф офисный ШБМ-120ЭК,"
ВхШхГ, мм: 1200х440х365
Вес, кг: 63
",['1200х440х365'],Есть в наличии,40 920 руб.
Шкаф КБ-041ТН/КБС-041ТН,"
ВхШхГ, мм: 912х420х350
Вес, кг: 24
",['912х420х350'],Есть в наличии,9 430 руб.
Шкаф армейский ШХО-1447 УН,"
ВхШхГ, мм: 1400х670х350
Вес, кг: 102
",['1400х670х350'],Есть в наличии,57 690 руб.
Шкаф Valberg (BRANDMAUER) BM-1260 ЕL,"
ВхШхГ, мм: 1220х600х520
Вес, кг: 71.5
",['1220х600х520'],Есть в наличии,67 810 руб.
Блок депозитных ячеек Valberg DB-6/3,"
ВхШхГ, мм: 920х637х440
Вес, кг: 84
",['920х637х440'],Есть в наличии,116 300 руб.
Шкаф оружейный Taktika 1698,"
ВхШхГ, мм: 975х200х160
Вес, кг: 6
",['975х200х160'],Есть в наличии,5 190 руб.
Шкаф армейский ШХО-10 АКМ,"
ВхШхГ, мм: 1400х670х350
Вес, кг: 100
",['1400х670х350'],Есть в наличии,48 990 руб.
Шкаф мебельный ШМ-23Э,"
ВхШхГ, мм: 229х405х335
Вес, кг: 8.5
",['229х405х335'],Есть в наличии,7 660 руб.
Шкаф КБ-031т/КБС-031т,"
ВхШхГ, мм: 1550х470х390
Вес, кг: 48
",['1550х470х390'],Есть в наличии,15 760 руб.
Шкаф офисный ШБМ-90Э,"
ВхШхГ, мм: 900х440х365
Вес, кг: 50
",['900х440х365'],Есть в наличии,27 740 руб.
Шкаф оружейный ОШН-3,"
ВхШхГ, мм: 1385х300х285
Вес, кг: 19
",['1385х300х285'],Есть в наличии,9 930 руб.
Шкаф КБ-021/КБС-021,"
ВхШхГ, мм: 1300х420х350
Вес, кг: 35
",['1300х420х350'],Есть в наличии,11 770 руб.
Шкаф оружейный СО-8ЭК,"
ВхШхГ, мм: 1700х650х400
Вес, кг: 132
",['1700х650х400'],Есть в наличии,66 040 руб.
Шкаф мебельный ШМ-24Э,"
ВхШхГ, мм: 230х450х400
Вес, кг: 15
",['230х450х400'],Есть в наличии,9 200 руб.
Блок депозитных ячеек Valberg DB-24S DGL,"
ВхШхГ, мм: 920х637х440
Вес, кг: 132
",['920х637х440'],Есть в наличии,222 000 руб.
Шкаф оружейный TakTika BIO тайник под кровать,"
ВхШхГ, мм: 170х1300х510
Вес, кг: 62
",['170х1300х510'],Есть в наличии,82 680 руб.
Шкаф Valberg (BRANDMAUER) BM-1260 КL,"
ВхШхГ, мм: 1220х600х520
Вес, кг: 72
",['1220х600х520'],Есть в наличии,67 810 руб.
Шкаф оружейный ОШ-23ГЭ,"
ВхШхГ, мм: 1700х350х250
Вес, кг: 64
",['1700х350х250'],Есть в наличии,32 040 руб.
Шкаф армейский ШХО-170ПМ(БП),"
ВхШхГ, мм: 2000х1000х500
Вес, кг: 260
",['2000х1000х500'],Есть в наличии,124 990 руб.
Шкаф пистолетный ШП-23,"
ВхШхГ, мм: 170х300х200
Вес, кг: 9
",['170х300х200'],Есть в наличии,4 880 руб.
Шкаф КБ-033т/КБС-033т,"
ВхШхГ, мм: 1550х470х390
Вес, кг: 48
",['1550х470х390'],Есть в наличии,19 690 руб.
Шкаф офисный ШБМ-65Э,"
ВхШхГ, мм: 650х440х365
Вес, кг: 39
",['650х440х365'],Есть в наличии,22 020 руб.
